customer_id,tenure_months,monthly_spend,contract_type,product_plan,payment_method,late_payments_6m,support_tickets_3m,complaints_6m,average_weekly_usage_hours,days_since_last_login,satisfaction_score,auto_renew,churned
CUST-1783,5,128.4,Month-to-Month,Premium,Bank Transfer,0,1,0,32.1,12,3,0,1
CUST-1263,62,123.99,Two-Year,Basic,Credit Card,2,5,0,5.9,29,5,1,0
CUST-1432,50,68.55,Two-Year,Premium,Bank Transfer,0,2,0,16.8,22,4,1,0
CUST-1493,24,71.15,One-Year,Premium,Bank Transfer,0,7,3,49.0,6,1,1,1
CUST-1828,20,89.93,Month-to-Month,Premium,Mailed Check,0,5,0,19.9,22,5,0,0
CUST-1005,48,66.19,Two-Year,Standard,Credit Card,0,1,0,11.3,14,4,0,0
CUST-1844,48,24.98,Two-Year,Premium,Credit Card,6,5,0,40.5,13,3,0,0
CUST-1854,50,95.42,Two-Year,Standard,Mailed Check,0,0,0,7.3,19,5,1,0
CUST-1304,70,127.58,Two-Year,Premium,Mailed Check,0,2,0,38.5,13,5,1,0
CUST-1819,47,88.38,One-Year,Premium,Electronic Check,0,2,0,31.1,0,5,1,0
CUST-1305,13,75.31,One-Year,Standard,Bank Transfer,0,0,0,35.3,13,1,0,0
CUST-1189,47,90.47,One-Year,Premium,Mailed Check,6,3,0,40.6,9,4,1,0
CUST-1343,47,120.88,One-Year,Standard,Credit Card,0,4,0,9.2,21,4,0,0
CUST-1976,43,$110.78,One-Year,Standard,Bank Transfer,0,4,0,33.1,15,5,1,0
CUST-1477,64,85.36,Two-Year,Standard,Bank Transfer,0,2,0,9.7,20,5,1,0
CUST-1274,38,109.26,Two-Year,Basic,Bank Transfer,0,5,0,29.0,24,5,1,0
CUST-1092,41,94.85,Two-Year,Standard,Mailed Check,3,3,0,8.5,30,2,1,0
CUST-1445,21,112.54,One-Year,Basic,Bank Transfer,0,5,0,32.2,,1,0,0
CUST-1785,18,115.35,One-Year,Premium,Credit Card,0,0,0,26.1,20,3,1,0
CUST-1325,19,132.87,One-Year,Standard,Mailed Check,0,4,0,36.5,2,2,1,0
CUST-1412,33,105.06,One-Year,Standard,Bank Transfer,0,4,0,21.8,21,5,1,0
CUST-1309,7,40.9,One-Year,Basic,Credit Card,0,3,0,18.5,2,3,1,0
CUST-1353,11,121.42,Month-to-Month,Standard,Mailed Check,0,0,0,10.6,20,1,0,1
CUST-1905,51,96.88,One-Year,Standard,Credit Card,4,2,0,6.7,23,3,1,0
CUST-1787,19,25.45,One-Year,Premium,Bank Transfer,0,2,0,35.4,3,2,1,0
CUST-1327,33,142.26,One-Year,Premium,Credit Card,1,3,0,47.6,15,5,1,0
CUST-1217,14,124.51,Month-to-Month,Basic,Credit Card,0,3,1,17.2,21,2,1,0
CUST-1845,11,128.79,Month-to-Month,Basic,Bank Transfer,0,2,0,22.5,25,1,0,0
CUST-1281,41,88.3,One-Year,Premium,Credit Card,0,1,0,32.4,,5,1,0
CUST-1970,52,80.27,Two-Year,Standard,Bank Transfer,0,3,0,2.9,4,5,1,0
CUST-1091,56,42.84,Two-Year,Premium,Bank Transfer,0,5,0,14.7,27,4,1,0
CUST-1294,34,90.65,One-Year,Standard,Bank Transfer,0,1,0,24.4,27,5,1,0
CUST-1027,30,48.98,One-Year,Basic,Mailed Check,0,0,0,12.6,20,5,0,0
CUST-1868,9,137.8,Month-to-Month,Premium,Electronic Check,0,8,3,32.4,25,2,0,1
CUST-1430,69,42.87,One-Year,Standard,Credit Card,0,1,0,24.5,10,4,0,0
CUST-1395,31,100.71,One-Year,Basic,Mailed Check,0,2,0,28.4,13,5,0,0
CUST-1990,24,131.85,Month-to-Month,Standard,Mailed Check,0,3,0,24.9,5,4,1,0
CUST-1267,11,79.68,One-Year,Standard,Credit Card,0,3,0,39.3,23,1,1,1
CUST-1086,20,105.38,Month-to-Month,Basic,Electronic Check,3,2,0,23.8,25,2,0,1
CUST-1984,51,110.3,Two-Year,Basic,Bank Transfer,0,0,0,35.0,7,4,1,0
CUST-1446,57,53.85,One-Year,Basic,Credit Card,4,2,0,22.5,5,2,1,0
CUST-1348,22,123.02,One-Year,Standard,Electronic Check,0,4,0,18.8,11,5,0,0
CUST-1096,10,60.35,Month-to-Month,Basic,Credit Card,1,2,0,25.4,16,5,0,0
CUST-1872,39,32.29,Two-Year,Standard,Bank Transfer,0,0,0,10.1,16,5,1,0
CUST-1369,5,73.12,Month-to-Month,Standard,Mailed Check,0,5,0,30.8,2,4,0,0
CUST-1983,17,84.57,Month-to-Month,Basic,Bank Transfer,0,2,3,38.9,10,1,0,1
CUST-1728,57,55.44,One-Year,Basic,Mailed Check,0,3,0,9.2,5,5,1,0
CUST-1442,19,84.52,Month-to-Month,Premium,Credit Card,0,5,0,17.0,11,1,1,0
CUST-1570,27,114.55,One-Year,Premium,Credit Card,0,3,0,36.5,16,5,1,0
CUST-1368,30,109.36,One-Year,Basic,Mailed Check,0,4,0,26.7,5,5,1,0
CUST-1426,49,121.1,One-Year,Standard,Credit Card,0,8,1,32.7,24,2,1,0
CUST-1521,46,$120.02,Two-Year,Standard,Bank Transfer,0,4,0,6.0,1,5,0,0
CUST-1129,65,79.44,One-Year,Basic,Electronic Check,0,9,3,2.3,3,2,0,1
CUST-1026,43,121.71,Two-Year,Premium,Bank Transfer,1,5,0,44.6,7,5,,0
CUST-1816,61,62.52,Two-Year,Basic,Bank Transfer,0,3,0,28.8,11,5,1,0
CUST-1420,38,104.21,One-Year,Premium,Credit Card,0,5,0,38.4,28,5,1,0
CUST-1048,71,89.02,Two-Year,Premium,Electronic Check,0,3,0,21.6,3,4,0,0
CUST-1082,19,28.54,One-Year,Premium,Electronic Check,0,4,0,29.2,19,1,0,0
CUST-1484,47,107.32,One-Year,Standard,Bank Transfer,0,4,0,37.5,16,5,1,0
CUST-1665,23,126.27,One-Year,Premium,Bank Transfer,0,0,0,29.3,20,1,0,1
CUST-1752,62,68.95,Two-Year,Premium,Bank Transfer,0,4,0,32.0,4,5,1,0
CUST-1187,25,125.98,One-Year,Premium,Mailed Check,0,3,0,43.9,15,4,0,0
CUST-1377,32,134.68,One-Year,Premium,Bank Transfer,1,3,3,37.3,26,1,1,1
CUST-1019,9,107.78,Month-to-Month,Standard,Credit Card,0,4,0,24.6,19,5,0,0
CUST-1902,70,49.96,Two-Year,Basic,Electronic Check,0,5,0,26.1,19,5,0,0
CUST-1272,23,109.94,Month-to-Month,Premium,Bank Transfer,0,7,1,26.6,19,2,0,1
CUST-1307,47,99.54,Two-Year,Standard,Bank Transfer,0,4,0,16.1,17,5,1,0
CUST-1265,29,147.13,One-Year,Standard,Credit Card,0,5,0,15.1,21,5,0,0
CUST-1387,48,122.04,One-Year,Basic,Mailed Check,0,3,0,7.9,10,5,0,0
CUST-1497,7,63.27,Month-to-Month,Standard,Electronic Check,0,5,0,24.7,23,1,0,1
CUST-1985,29,82.23,Month-to-Month,Basic,Bank Transfer,0,1,0,14.3,24,4,1,1
CUST-1407,65,29.99,Two-Year,Standard,Bank Transfer,0,2,0,2.5,3,5,1,0
CUST-1081,6,$114.54,One-Year,Premium,Electronic Check,4,0,0,44.2,13,4,1,1
CUST-1601,72,98.78,One-Year,Standard,Bank Transfer,0,1,0,9.2,0,5,1,0
CUST-1134,30,113.78,One-Year,Standard,Bank Transfer,0,5,0,34.0,4,4,1,0
CUST-1572,40,75.25,Two-Year,Premium,Bank Transfer,0,2,0,15.2,24,5,1,0
CUST-1138,51,126.39,One-Year,Standard,Credit Card,4,5,0,26.9,23,3,0,0
CUST-1118,15,23.37,Month-to-Month,Standard,Mailed Check,0,0,0,11.9,14,5,0,0
CUST-1831,70,$44.2,One-Year,Standard,Mailed Check,0,5,0,17.2,26,5,1,0
CUST-1525,55,73.74,Two-Year,Standard,Electronic Check,1,3,0,29.3,16,5,1,0
CUST-1374,42,109.92,Two-Year,Basic,Credit Card,0,5,0,15.8,16,5,0,0
CUST-1046,4,84.26,Month-to-Month,Basic,Mailed Check,0,2,0,35.5,22,,0,1
CUST-1218,26,137.32,One-Year,Basic,Credit Card,4,2,0,3.9,29,4,1,0
CUST-1452,55,114.72,Two-Year,Basic,Credit Card,0,2,0,35.0,10,5,1,0
CUST-1532,47,79.06,One-Year,Premium,Mailed Check,4,0,0,45.8,15,3,0,0
CUST-1644,32,128.12,Month-to-Month,Standard,Electronic Check,0,2,0,30.0,18,5,0,0
CUST-1980,2,58.76,Month-to-Month,Basic,Electronic Check,0,4,1,31.5,4,2,0,1
CUST-1659,72,121.32,Two-Year,Premium,Electronic Check,0,0,0,20.3,60,5,1,0
CUST-1599,58,145.8,One-Year,Standard,Mailed Check,0,2,0,8.4,14,5,1,0
CUST-1185,23,125.79,One-Year,Standard,Credit Card,3,2,0,6.4,11,4,1,0
CUST-1698,16,110.91,One-Year,Standard,Mailed Check,0,2,0,18.2,24,2,1,0
CUST-1483,36,105.63,Month-to-Month,Premium,Credit Card,0,3,0,14.1,28,5,0,0
CUST-1200,55,60.89,One-Year,Basic,Electronic Check,0,1,0,24.8,19,5,0,0
CUST-1454,29,23.49,Month-to-Month,Basic,Electronic Check,0,5,0,20.0,20,5,0,0
CUST-1366,68,138.24,Two-Year,Basic,Bank Transfer,0,4,0,29.3,5,5,1,0
CUST-1988,37,78.71,Two-Year,Premium,Mailed Check,1,0,0,40.2,27,5,0,0
CUST-1034,67,80.39,Two-Year,Basic,Credit Card,0,3,0,39.5,19,5,0,0
CUST-1410,7,41.79,Month-to-Month,Standard,Electronic Check,0,4,0,28.0,12,2,0,1
CUST-1869,13,90.51,Month-to-Month,Premium,Mailed Check,0,0,0,44.7,3,4,1,0
CUST-1125,4,30.56,One-Year,Premium,Electronic Check,0,4,0,36.3,15,5,1,0
CUST-1289,45,47.53,Two-Year,Premium,Bank Transfer,0,1,0,21.6,3,4,0,0
CUST-1931,44,141.92,Two-Year,Premium,Mailed Check,0,0,0,14.5,,5,1,0
CUST-1725,68,86.81,Two-Year,Standard,Mailed Check,2,4,0,10.3,11,5,1,0
CUST-1241,42,55.02,Two-Year,Premium,Credit Card,0,1,0,27.5,15,4,1,0
CUST-1757,61,85.11,Two-Year,Premium,Bank Transfer,0,3,0,26.3,2,5,1,0
CUST-1926,23,$128.65,Month-to-Month,Premium,Mailed Check,4,2,0,33.8,30,4,1,0
CUST-1450,12,146.86,Month-to-Month,Basic,Mailed Check,0,4,0,4.1,21,2,0,1
CUST-1687,59,53.53,Two-Year,Standard,Mailed Check,0,1,0,38.9,58,5,1,0
CUST-1903,26,56.19,One-Year,Standard,Mailed Check,0,3,0,19.8,4,4,1,0
CUST-1558,16,31.12,Month-to-Month,Basic,Mailed Check,2,5,0,4.4,25,3,0,1
CUST-1618,17,130.93,One-Year,Premium,Credit Card,0,4,0,44.2,13,3,0,0
CUST-1729,7,104.02,Month-to-Month,Basic,Credit Card,0,2,2,12.5,28,3,1,0
CUST-1809,15,25.08,One-Year,Standard,Bank Transfer,0,4,0,30.5,17,1,1,0
CUST-1161,29,116.36,Month-to-Month,Standard,Mailed Check,0,1,0,16.4,26,5,0,0
CUST-1112,59,24.81,One-Year,Basic,Bank Transfer,0,2,0,21.6,26,4,0,0
CUST-1107,61,110.49,One-Year,Premium,Mailed Check,0,0,0,12.7,6,5,0,0
CUST-1207,64,79.18,Two-Year,Basic,Mailed Check,0,1,0,11.7,3,4,0,0
CUST-1404,11,38.47,One-Year,Premium,Electronic Check,0,0,0,35.2,7,1,0,0
CUST-1677,18,117.25,One-Year,Standard,Mailed Check,0,2,0,26.5,0,2,1,0
CUST-1553,9,96.46,One-Year,Basic,Bank Transfer,0,4,0,35.5,23,2,0,1
CUST-1563,7,74.87,Month-to-Month,Basic,Bank Transfer,0,2,0,20.1,22,5,0,0
CUST-1358,19,77.26,Month-to-Month,Basic,Electronic Check,0,5,0,6.3,1,5,0,0
CUST-1455,4,35.52,Month-to-Month,Standard,Credit Card,0,2,0,23.5,27,4,0,0
CUST-1892,27,59.79,One-Year,Standard,Electronic Check,0,0,0,14.6,28,5,1,0
CUST-1361,50,105.85,Two-Year,Premium,Electronic Check,0,0,0,45.6,12,5,0,0
CUST-1743,54,31.5,One-Year,Premium,Electronic Check,0,4,0,16.8,17,4,0,0
CUST-1948,39,38.72,Two-Year,Standard,Bank Transfer,0,1,0,15.4,30,5,0,0
CUST-1542,40,143.78,Two-Year,Basic,Credit Card,0,2,0,29.1,9,4,1,0
CUST-1632,38,105.69,Two-Year,Basic,Mailed Check,0,4,0,39.9,19,5,1,0
CUST-1671,34,125.39,One-Year,Basic,Credit Card,0,1,0,7.6,4,4,1,0
CUST-1199,45,113.92,Two-Year,Premium,Bank Transfer,0,4,0,44.7,2,4,1,0
CUST-1703,67,126.6,Two-Year,Standard,Electronic Check,0,4,0,11.2,12,4,0,0
CUST-1837,1,99.37,Month-to-Month,Basic,Bank Transfer,4,6,1,26.9,13,3,0,1
CUST-1815,61,47.21,One-Year,Basic,Bank Transfer,2,4,0,20.1,0,4,1,0
CUST-1852,46,117.67,Two-Year,Premium,Electronic Check,0,2,0,37.2,21,5,1,0
CUST-1165,31,44.95,One-Year,Standard,Electronic Check,4,3,0,19.4,7,3,0,0
CUST-1176,42,68.89,Two-Year,Standard,Credit Card,0,1,0,22.7,21,5,1,0
CUST-1674,27,149.21,Month-to-Month,Standard,Mailed Check,3,0,0,15.7,27,3,0,0
CUST-1668,35,101.57,Month-to-Month,Basic,Credit Card,2,5,3,2.9,13,2,0,1
CUST-1224,44,113.2,Two-Year,Basic,Credit Card,0,5,0,31.4,27,4,1,0
CUST-1569,6,119.2,One-Year,Basic,Electronic Check,0,2,0,25.9,8,5,0,0
CUST-1345,33,26.38,Month-to-Month,Premium,Credit Card,0,9,1,43.6,14,2,0,1
CUST-1106,51,85.26,One-Year,Standard,Credit Card,0,0,0,5.8,22,4,1,0
CUST-1140,18,20.67,One-Year,Basic,Mailed Check,0,3,0,9.6,30,3,0,0
CUST-1392,69,30.21,Two-Year,Premium,Bank Transfer,0,5,0,29.3,21,5,1,0
CUST-1540,69,43.37,One-Year,Standard,Bank Transfer,0,5,0,24.0,2,5,1,0
CUST-1499,19,53.85,One-Year,Basic,Bank Transfer,0,2,0,37.2,9,3,0,0
CUST-1586,60,23.47,Two-Year,Premium,Mailed Check,0,5,0,19.4,34,5,0,0
CUST-1564,43,100.09,Two-Year,Standard,Bank Transfer,0,0,0,37.0,20,5,0,0
CUST-1617,49,105.01,Two-Year,Standard,Bank Transfer,0,0,0,6.2,10,5,0,0
CUST-1436,53,143.49,One-Year,Standard,Electronic Check,6,0,0,13.6,22,2,0,1
CUST-1685,44,57.81,Two-Year,Standard,Credit Card,0,5,0,9.9,19,5,0,0
CUST-1638,50,43.49,Two-Year,Premium,Mailed Check,0,1,0,38.1,22,4,1,0
CUST-1648,51,74.74,Two-Year,Basic,Bank Transfer,0,3,0,39.4,3,5,0,0
CUST-1227,5,43.67,Month-to-Month,Premium,Bank Transfer,0,0,0,17.3,23,3,1,0
CUST-1228,12,126.82,One-Year,Premium,Electronic Check,0,2,0,38.3,11,1,0,1
CUST-1365,20,75.44,One-Year,Premium,Electronic Check,0,1,0,17.3,17,2,0,0
CUST-1657,33,135.91,One-Year,Standard,Electronic Check,4,5,0,4.6,13,2,1,0
CUST-1042,21,145.41,Month-to-Month,Premium,Credit Card,0,4,0,48.4,12,2,0,0
CUST-1688,17,77.31,One-Year,Premium,Electronic Check,0,5,0,29.1,28,1,0,0
CUST-1052,11,149.21,Month-to-Month,Premium,Mailed Check,0,4,0,31.9,14,3,0,0
CUST-1880,28,43.94,One-Year,Basic,Mailed Check,0,1,0,28.8,8,4,1,0
CUST-1110,65,92.04,Two-Year,Standard,Credit Card,0,2,0,2.6,25,5,0,0
CUST-1803,51,45.26,Two-Year,Standard,Electronic Check,3,5,0,19.4,3,4,1,0
CUST-1666,2,98.43,Month-to-Month,Standard,Credit Card,0,2,3,5.2,4,1,1,1
CUST-1590,12,22.08,Month-to-Month,Basic,Electronic Check,0,5,0,10.4,28,2,1,0
CUST-1727,35,23.72,One-Year,Premium,Mailed Check,0,0,0,15.2,13,5,1,0
CUST-1514,69,44.82,Two-Year,Standard,Bank Transfer,2,0,0,30.1,14,4,0,0
CUST-1297,42,33.42,Two-Year,Premium,Electronic Check,0,2,0,33.7,12,5,0,0
CUST-1223,19,93.2,Month-to-Month,Standard,Electronic Check,2,0,0,24.9,0,,0,0
CUST-1158,25,26.7,One-Year,Premium,Credit Card,0,1,0,34.3,21,4,0,0
CUST-1595,30,22.76,Month-to-Month,Standard,Bank Transfer,0,1,0,4.3,11,4,0,0
CUST-2000,54,134.49,Two-Year,Premium,Credit Card,5,4,0,37.3,5,4,1,0
CUST-1002,65,98.26,Two-Year,Basic,Mailed Check,0,4,0,35.0,24,5,1,0
CUST-1055,15,90.79,One-Year,Basic,Electronic Check,3,0,0,24.6,26,4,1,0
CUST-1535,48,94.33,One-Year,Premium,Bank Transfer,0,2,0,23.5,35,5,1,0
CUST-1907,10,134.43,One-Year,Standard,Electronic Check,0,0,0,35.9,3,4,1,0
CUST-1750,50,21.43,Two-Year,Basic,Mailed Check,0,5,1,19.4,0,2,1,0
CUST-1745,16,116.26,One-Year,Premium,Credit Card,6,4,0,48.8,4,3,0,0
CUST-1884,50,22.45,One-Year,Standard,Mailed Check,0,1,0,31.2,17,5,0,0
CUST-1313,59,140.86,Two-Year,Basic,Electronic Check,1,4,0,21.1,10,5,0,0
CUST-1236,39,30.26,Two-Year,Basic,Bank Transfer,0,3,0,39.4,6,4,1,0
CUST-1753,52,28.78,One-Year,Premium,Bank Transfer,6,5,0,30.1,24,2,0,1
CUST-1114,64,67.76,Two-Year,Standard,Credit Card,0,0,0,39.8,5,4,1,0
CUST-1209,41,55.26,One-Year,Premium,Electronic Check,0,5,0,18.8,25,5,1,0
CUST-1765,51,82.23,One-Year,Premium,Credit Card,0,4,0,38.8,26,5,0,0
CUST-1127,45,146.8,One-Year,Standard,Credit Card,4,3,0,11.4,3,4,1,0
CUST-1049,24,44.9,One-Year,Standard,Electronic Check,0,4,0,39.3,26,2,1,0
CUST-1064,53,25.67,Two-Year,Standard,Mailed Check,0,5,0,26.8,4,4,1,0
CUST-1249,25,64.61,One-Year,Basic,Mailed Check,0,5,0,13.4,5,4,1,0
CUST-1415,60,105.86,One-Year,Premium,Mailed Check,0,2,0,38.3,21,5,1,0
CUST-1139,18,34.2,One-Year,Premium,Bank Transfer,0,5,0,20.6,7,4,1,0
CUST-1315,29,108.0,Month-to-Month,Standard,Mailed Check,0,4,0,28.6,8,5,0,0
CUST-1380,14,94.28,One-Year,Premium,Credit Card,0,5,0,42.0,22,5,0,0
CUST-1971,56,122.88,Two-Year,Basic,Bank Transfer,0,1,0,2.6,15,4,1,0
CUST-1047,53,83.52,One-Year,Premium,Mailed Check,0,3,0,12.7,9,5,0,0
CUST-1083,71,113.71,One-Year,Standard,Mailed Check,0,3,0,19.2,13,5,1,0
CUST-1009,69,117.61,Two-Year,Standard,Credit Card,0,1,0,38.2,28,4,1,0
CUST-1628,62,55.58,Two-Year,Basic,Bank Transfer,0,5,0,13.3,4,5,0,0
CUST-1867,24,109.66,One-Year,Basic,Bank Transfer,0,3,0,39.2,8,1,0,0
CUST-1105,67,130.65,Two-Year,Basic,Bank Transfer,4,4,0,5.5,29,3,0,0
CUST-1596,57,116.1,Two-Year,Basic,Electronic Check,0,0,0,39.1,20,4,0,0
CUST-1423,17,21.87,One-Year,Basic,Electronic Check,0,0,0,8.5,18,1,1,0
CUST-1936,59,$143.5,One-Year,Premium,Electronic Check,0,1,0,33.7,60,4,0,0
CUST-1088,49,74.58,Two-Year,Basic,Electronic Check,0,2,0,23.6,2,4,0,0
CUST-1511,54,133.98,Two-Year,Standard,Mailed Check,0,3,0,12.1,30,4,1,0
CUST-1391,57,26.59,One-Year,Standard,Credit Card,4,0,0,8.8,19,3,1,0
CUST-1163,68,24.4,One-Year,Premium,Credit Card,6,3,0,20.8,22,4,1,0
CUST-1300,53,22.92,One-Year,Basic,Bank Transfer,5,4,0,7.6,5,4,1,0
CUST-1516,66,96.84,Two-Year,Premium,Mailed Check,0,0,0,28.0,10,5,1,0
CUST-1723,68,51.27,Two-Year,Premium,Mailed Check,0,2,0,30.3,2,5,1,0
CUST-1078,8,71.76,Month-to-Month,Basic,Mailed Check,3,5,3,11.3,4,1,0,1
CUST-1940,33,144.19,One-Year,Premium,Mailed Check,0,2,0,33.7,3,4,0,0
CUST-1547,9,59.08,Month-to-Month,Premium,Credit Card,0,5,0,22.6,13,5,0,0
CUST-1182,22,140.89,One-Year,Basic,Bank Transfer,0,2,0,38.4,7,2,1,0
CUST-1283,42,69.58,One-Year,Standard,Electronic Check,5,2,0,33.2,11,4,1,0
CUST-1634,21,72.01,Month-to-Month,Standard,Mailed Check,0,1,0,4.7,23,2,0,0
CUST-1779,68,123.77,Two-Year,Standard,Mailed Check,0,1,0,13.1,7,4,1,0
CUST-1385,41,92.17,One-Year,Basic,Electronic Check,2,2,0,12.7,0,5,1,0
CUST-1293,18,135.87,Month-to-Month,Standard,Credit Card,0,0,0,26.0,26,4,1,1
CUST-1805,58,49.13,One-Year,Standard,Bank Transfer,0,3,0,26.4,10,4,1,0
CUST-1317,27,49.8,Month-to-Month,Premium,Electronic Check,1,0,0,37.7,21,5,0,0
CUST-1822,41,32.67,Two-Year,Standard,Bank Transfer,6,5,0,34.2,10,3,1,0
CUST-1237,56,46.25,Two-Year,Basic,Electronic Check,0,5,0,4.5,12,5,0,0
CUST-1247,14,82.63,One-Year,Standard,Electronic Check,0,2,0,38.2,20,2,1,0
CUST-1781,30,94.01,Month-to-Month,Premium,Bank Transfer,0,3,0,37.3,19,5,1,0
CUST-1292,56,55.97,Two-Year,Basic,Electronic Check,0,3,0,31.4,15,5,0,0
CUST-1631,12,93.12,Month-to-Month,Basic,Credit Card,0,2,0,8.5,30,2,0,1
CUST-1573,60,86.59,Two-Year,Standard,Mailed Check,0,3,0,20.9,8,5,1,0
CUST-1115,40,77.97,Two-Year,Standard,Bank Transfer,0,2,0,29.6,29,5,0,0
CUST-1859,6,67.24,One-Year,Premium,Mailed Check,3,0,0,40.8,18,3,1,0
CUST-1672,36,38.81,One-Year,Basic,Bank Transfer,0,2,0,18.1,22,5,1,0
CUST-1639,7,139.4,One-Year,Standard,Bank Transfer,0,3,0,9.0,11,5,1,0
CUST-1581,67,21.44,Two-Year,Standard,Mailed Check,4,0,0,20.2,,3,0,0
CUST-1434,28,96.91,One-Year,Standard,Credit Card,0,5,0,11.4,13,4,0,0
CUST-1957,44,148.42,Two-Year,Basic,Bank Transfer,0,2,0,36.8,3,5,1,0
CUST-1986,54,$91.5,One-Year,Basic,Credit Card,0,4,0,15.3,2,5,0,0
CUST-1856,31,42.78,One-Year,Basic,Electronic Check,0,0,0,9.9,14,5,0,0
CUST-1541,3,64.19,Month-to-Month,Standard,Credit Card,0,2,0,5.5,3,3,1,1
CUST-1637,23,88.44,One-Year,Premium,Mailed Check,0,2,0,44.9,17,1,0,1
CUST-1072,47,115.21,One-Year,Standard,Electronic Check,0,1,0,31.9,28,5,0,0
CUST-1919,57,73.89,Two-Year,Premium,Bank Transfer,0,4,0,35.8,28,5,1,0
CUST-1056,52,142.55,Two-Year,Premium,Mailed Check,4,4,0,39.9,19,3,0,0
CUST-1749,13,144.68,One-Year,Standard,Electronic Check,0,5,0,19.6,26,1,1,1
CUST-1126,62,51.83,Two-Year,Standard,Electronic Check,4,5,0,17.8,14,3,1,0
CUST-1947,62,139.53,One-Year,Standard,Electronic Check,0,2,0,8.6,30,4,1,0
CUST-1144,52,127.51,Two-Year,Standard,Credit Card,0,0,0,7.3,10,5,1,0
CUST-1123,16,87.35,One-Year,Basic,Bank Transfer,0,5,0,38.0,,1,1,0
CUST-1603,33,120.27,One-Year,Standard,Mailed Check,0,2,0,26.7,29,4,1,0
CUST-1975,3,78.12,Month-to-Month,Basic,Bank Transfer,0,5,0,35.1,10,4,0,0
CUST-1448,19,123.94,One-Year,Standard,Electronic Check,0,5,0,3.5,21,3,1,0
CUST-1488,69,132.7,Two-Year,Standard,Credit Card,0,3,0,36.9,9,5,1,0
CUST-1972,39,127.87,Two-Year,Standard,Bank Transfer,0,4,0,18.4,30,5,1,0
CUST-1662,2,127.11,Month-to-Month,Premium,Electronic Check,0,0,0,49.2,24,5,0,0
CUST-1438,35,110.75,One-Year,Premium,Bank Transfer,0,0,0,24.8,29,4,1,0
CUST-1053,8,99.25,One-Year,Basic,Bank Transfer,0,2,0,8.0,5,2,1,0
CUST-1834,19,46.05,Month-to-Month,Standard,Electronic Check,0,4,1,7.9,17,1,0,1
CUST-1818,47,131.2,Two-Year,Standard,Mailed Check,0,4,0,37.0,6,5,0,0
CUST-1431,13,$50.83,One-Year,Basic,Mailed Check,0,0,0,20.4,28,2,0,0
CUST-1626,20,101.51,One-Year,Basic,Credit Card,0,3,0,28.1,30,4,0,0
CUST-1284,25,61.64,Month-to-Month,Basic,Bank Transfer,0,4,0,25.8,6,5,1,0
CUST-1877,62,142.39,Two-Year,Standard,Credit Card,0,3,0,36.5,15,5,1,0
CUST-1507,48,86.64,Two-Year,Standard,Mailed Check,0,4,0,5.4,13,4,1,0
CUST-1561,54,82.58,Two-Year,Standard,Bank Transfer,3,0,0,24.2,16,3,1,0
CUST-1991,32,30.1,Month-to-Month,Basic,Credit Card,0,0,0,37.3,9,4,,0
CUST-1738,63,57.47,Two-Year,Basic,Mailed Check,0,1,3,2.2,11,1,1,1
CUST-1004,47,-50.0,Two-Year,Basic,Credit Card,0,2,0,34.5,27,5,0,0
CUST-1898,52,78.77,One-Year,Standard,Electronic Check,0,0,0,26.9,16,4,1,0
CUST-1807,20,24.75,One-Year,Premium,Mailed Check,0,2,0,40.7,25,4,1,0
CUST-1128,21,125.75,One-Year,Premium,Electronic Check,0,1,0,31.6,15,4,1,0
CUST-1887,27,69.45,One-Year,Standard,Mailed Check,0,3,0,6.7,5,5,1,0
CUST-1944,21,38.64,One-Year,Basic,Credit Card,0,3,0,2.7,23,3,1,0
CUST-1261,38,54.34,One-Year,Basic,Bank Transfer,0,2,0,27.7,13,4,1,0
CUST-1640,67,142.42,One-Year,Standard,Credit Card,0,3,0,34.1,20,4,1,0
CUST-1633,31,24.78,Month-to-Month,Standard,Bank Transfer,0,4,0,24.5,8,5,1,0
CUST-1551,36,108.47,One-Year,Standard,Bank Transfer,0,4,0,32.7,7,,1,0
CUST-1471,63,85.62,Two-Year,Standard,Credit Card,0,0,0,35.4,3,-2,1,0
CUST-1607,63,20.21,One-Year,Premium,Mailed Check,0,5,0,28.4,5,4,1,0
CUST-1496,59,31.15,Two-Year,Basic,Electronic Check,0,3,0,29.1,22,5,1,0
CUST-1402,54,131.82,Two-Year,Premium,Mailed Check,0,3,0,33.0,14,4,1,0
CUST-1883,56,126.31,Two-Year,Standard,Bank Transfer,0,0,0,23.9,14,4,1,0
CUST-1929,64,43.63,One-Year,Standard,Credit Card,0,1,0,23.8,28,5,1,0
CUST-1784,38,35.47,Two-Year,Premium,Credit Card,3,0,0,48.1,29,4,1,0
CUST-1804,29,145.7,One-Year,Standard,Mailed Check,0,5,0,11.3,0,5,0,0
CUST-1825,12,44.14,One-Year,Premium,Credit Card,0,0,0,26.2,2,2,1,0
CUST-1211,64,$149.71,One-Year,Premium,Bank Transfer,5,3,0,25.2,26,3,1,0
CUST-1842,4,90.56,Month-to-Month,Standard,Electronic Check,0,3,0,26.2,19,1,0,1
CUST-1299,36,47.5,Month-to-Month,Basic,Electronic Check,0,0,0,17.8,10,5,1,0
CUST-1956,49,$81.47,Two-Year,Basic,Credit Card,0,2,0,24.2,5,5,0,0
