customerID,churn_probability,predicted_future_12_month_revenue,revenue_at_risk,priority_rank,retention_segment,recommended_action
3904-UKFRE,0.8436,1034.58,872.77,887,"High Risk, Lower Value",Automated retention campaign or targeted offer
6496-JDSSB,0.8436,1034.47,872.68,888,"High Risk, Lower Value",Automated retention campaign or targeted offer
4817-QRJSX,0.8436,1034.45,872.66,889,"High Risk, Lower Value",Automated retention campaign or targeted offer
3154-CFSZG,0.7294,1195.92,872.3,890,"High Risk, Lower Value",Automated retention campaign or targeted offer
0674-DGMAQ,0.7294,1195.65,872.11,891,"High Risk, Lower Value",Automated retention campaign or targeted offer
4277-PVRAN,0.8436,1033.74,872.06,892,"High Risk, Lower Value",Automated retention campaign or targeted offer
9158-VCTQB,0.5823,1497.53,872.01,893,Critical Priority,Immediate personal call from customer-success team
6357-JJPQT,0.8436,1033.03,871.46,894,"High Risk, Lower Value",Automated retention campaign or targeted offer
6692-UDPJC,0.7294,1194.69,871.41,895,"High Risk, Lower Value",Automated retention campaign or targeted offer
4741-WWJQZ,0.8436,1032.81,871.28,896,"High Risk, Lower Value",Automated retention campaign or targeted offer
2495-KZNFB,0.7294,1193.89,870.82,897,"High Risk, Lower Value",Automated retention campaign or targeted offer
7402-EYFXX,0.7294,1193.76,870.73,898,"High Risk, Lower Value",Automated retention campaign or targeted offer
6711-VTNRE,0.7294,1193.73,870.71,899,"High Risk, Lower Value",Automated retention campaign or targeted offer
3191-CSNMG,0.8436,1032.1,870.68,900,"High Risk, Lower Value",Automated retention campaign or targeted offer
4821-SJHJV,0.7294,1193.35,870.43,901,"High Risk, Lower Value",Automated retention campaign or targeted offer
1110-KYLGQ,0.5823,1494.8,870.42,902,Critical Priority,Immediate personal call from customer-success team
0947-IDHRQ,0.8436,1031.53,870.2,903,"High Risk, Lower Value",Automated retention campaign or targeted offer
7270-BDIOA,0.7294,1192.8,870.03,904,"High Risk, Lower Value",Automated retention campaign or targeted offer
0924-BJCRC,0.7294,1192.56,869.85,905,"High Risk, Lower Value",Automated retention campaign or targeted offer
9281-OFDMF,0.7294,1192.44,869.77,906,"High Risk, Lower Value",Automated retention campaign or targeted offer
3990-QYKBE,0.7294,1192.38,869.72,907,"High Risk, Lower Value",Automated retention campaign or targeted offer
8183-ONMXC,0.8436,1030.68,869.48,908,"High Risk, Lower Value",Automated retention campaign or targeted offer
8290-YWKHZ,0.7294,1191.99,869.44,909,"High Risk, Lower Value",Automated retention campaign or targeted offer
7760-OYPDY,0.8436,1030.52,869.35,910,"High Risk, Lower Value",Automated retention campaign or targeted offer
4795-KTRTH,0.8436,1030.45,869.29,911,"High Risk, Lower Value",Automated retention campaign or targeted offer
2674-MIAHT,0.8436,1030.43,869.27,912,"High Risk, Lower Value",Automated retention campaign or targeted offer
6786-OBWQR,0.8436,1030.29,869.15,913,"High Risk, Lower Value",Automated retention campaign or targeted offer
5712-AHQNN,0.7294,1191.59,869.15,914,"High Risk, Lower Value",Automated retention campaign or targeted offer
6330-JKLPC,0.8436,1030.08,868.98,915,"High Risk, Lower Value",Automated retention campaign or targeted offer
5281-BUZGT,0.7294,1191.21,868.87,916,"High Risk, Lower Value",Automated retention campaign or targeted offer
8058-DMYRU,0.7294,1191.08,868.77,917,"High Risk, Lower Value",Automated retention campaign or targeted offer
4529-CKBCL,0.8436,1029.55,868.53,918,"High Risk, Lower Value",Automated retention campaign or targeted offer
2959-MJHIC,0.8436,1029.23,868.26,919,"High Risk, Lower Value",Automated retention campaign or targeted offer
8714-EUHJO,0.7294,1190.33,868.23,920,"High Risk, Lower Value",Automated retention campaign or targeted offer
2675-OTVVJ,0.7294,1190.32,868.22,921,"High Risk, Lower Value",Automated retention campaign or targeted offer
5213-TWWJU,0.7294,1189.96,867.96,922,"High Risk, Lower Value",Automated retention campaign or targeted offer
9481-IEBZY,0.5823,1489.08,867.09,923,Critical Priority,Immediate personal call from customer-success team
4547-KQRTM,0.8436,1027.58,866.87,924,"High Risk, Lower Value",Automated retention campaign or targeted offer
4673-KKSLS,0.7294,1188.04,866.56,925,"High Risk, Lower Value",Automated retention campaign or targeted offer
0940-OUQEC,0.8436,1026.88,866.28,926,"High Risk, Lower Value",Automated retention campaign or targeted offer
2322-VCZHZ,0.7294,1187.38,866.07,927,"High Risk, Lower Value",Automated retention campaign or targeted offer
2737-YNGYW,0.8436,1026.49,865.95,928,"High Risk, Lower Value",Automated retention campaign or targeted offer
5729-KLZAR,0.8436,1026.44,865.9,929,"High Risk, Lower Value",Automated retention campaign or targeted offer
9957-YODKZ,0.8436,1026.35,865.83,930,"High Risk, Lower Value",Automated retention campaign or targeted offer
7495-OOKFY,0.8436,1025.68,865.26,931,"High Risk, Lower Value",Automated retention campaign or targeted offer
2988-GBIVW,0.7294,1186.14,865.17,932,"High Risk, Lower Value",Automated retention campaign or targeted offer
6986-IXNDM,0.7294,1185.99,865.06,933,"High Risk, Lower Value",Automated retention campaign or targeted offer
8189-XRIKE,0.7294,1185.34,864.59,934,"High Risk, Lower Value",Automated retention campaign or targeted offer
0376-YMCJC,0.7294,1185.26,864.53,935,"High Risk, Lower Value",Automated retention campaign or targeted offer
9689-PTNPG,0.8436,1023.36,863.31,936,"High Risk, Lower Value",Automated retention campaign or targeted offer
0577-WHMEV,0.7294,1183.32,863.11,937,"High Risk, Lower Value",Automated retention campaign or targeted offer
9526-JAWYF,0.7294,1183.08,862.94,938,"High Risk, Lower Value",Automated retention campaign or targeted offer
6458-CYIDZ,0.8436,1022.85,862.88,939,"High Risk, Lower Value",Automated retention campaign or targeted offer
6908-VVYHM,0.7294,1182.83,862.76,940,"High Risk, Lower Value",Automated retention campaign or targeted offer
0093-EXYQL,0.7294,1182.55,862.55,941,"High Risk, Lower Value",Automated retention campaign or targeted offer
1251-STYSZ,0.8436,1022.01,862.17,942,"High Risk, Lower Value",Automated retention campaign or targeted offer
9052-VKDUW,0.5823,1480.51,862.1,943,Critical Priority,Immediate personal call from customer-success team
1061-PNTHC,0.5823,1479.92,861.76,944,Critical Priority,Immediate personal call from customer-success team
9681-KYGYB,0.7294,1181.07,861.47,945,"High Risk, Lower Value",Automated retention campaign or targeted offer
5692-ICXLW,0.7294,1180.33,860.93,946,"High Risk, Lower Value",Automated retention campaign or targeted offer
6712-OAWRH,0.7294,1180.03,860.71,947,"High Risk, Lower Value",Automated retention campaign or targeted offer
2144-BFDSO,0.5823,1477.88,860.57,948,Critical Priority,Immediate personal call from customer-success team
0237-YFUTL,0.5823,1477.48,860.34,949,Critical Priority,Immediate personal call from customer-success team
5228-EXCET,0.8436,1019.83,860.33,950,"High Risk, Lower Value",Automated retention campaign or targeted offer
7018-WBJNK,0.8436,1019.74,860.25,951,"High Risk, Lower Value",Automated retention campaign or targeted offer
2397-BRLOM,0.8436,1019.63,860.16,952,"High Risk, Lower Value",Automated retention campaign or targeted offer
0021-IKXGC,0.9422,912.83,860.07,953,"High Risk, Lower Value",Automated retention campaign or targeted offer
0570-BFQHT,0.8436,1019.22,859.81,954,"High Risk, Lower Value",Automated retention campaign or targeted offer
1656-DRSMG,0.5823,1476.46,859.74,955,Critical Priority,Immediate personal call from customer-success team
1871-MOWRM,0.8436,1019.12,859.73,956,"High Risk, Lower Value",Automated retention campaign or targeted offer
9172-JITSM,0.7294,1178.55,859.63,957,"High Risk, Lower Value",Automated retention campaign or targeted offer
1918-ZBFQJ,0.8436,1018.93,859.57,958,"High Risk, Lower Value",Automated retention campaign or targeted offer
8495-LJDFO,0.5823,1476.15,859.56,959,Critical Priority,Immediate personal call from customer-success team
1074-AMIOH,0.5823,1475.38,859.11,960,Critical Priority,Immediate personal call from customer-success team
6413-XKKPU,0.7294,1177.45,858.83,961,"High Risk, Lower Value",Automated retention campaign or targeted offer
6032-KRXXO,0.7294,1177.33,858.74,962,"High Risk, Lower Value",Automated retention campaign or targeted offer
8012-SOUDQ,0.7294,1177.29,858.72,963,"High Risk, Lower Value",Automated retention campaign or targeted offer
4086-YQSNZ,0.8436,1017.91,858.71,964,"High Risk, Lower Value",Automated retention campaign or targeted offer
6923-JHPMP,0.8436,1017.76,858.58,965,"High Risk, Lower Value",Automated retention campaign or targeted offer
1891-UAWWU,0.7294,1176.67,858.26,966,"High Risk, Lower Value",Automated retention campaign or targeted offer
3420-YJLQT,0.8436,1017.29,858.19,967,"High Risk, Lower Value",Automated retention campaign or targeted offer
9402-ORRAH,0.7294,1176.38,858.05,968,"High Risk, Lower Value",Automated retention campaign or targeted offer
0928-XUTSN,0.8436,1016.74,857.72,969,"High Risk, Lower Value",Automated retention campaign or targeted offer
2522-AHJXR,0.5823,1472.9,857.67,970,Critical Priority,Immediate personal call from customer-success team
6941-PMGEP,0.8436,1016.27,857.33,971,"High Risk, Lower Value",Automated retention campaign or targeted offer
3422-GALYP,0.8436,1016.18,857.25,972,"High Risk, Lower Value",Automated retention campaign or targeted offer
3761-FLYZI,0.5823,1471.4,856.8,973,Critical Priority,Immediate personal call from customer-success team
7529-ZDFXI,0.7294,1173.78,856.16,974,"High Risk, Lower Value",Automated retention campaign or targeted offer
4910-AQFFX,0.8436,1014.66,855.97,975,"High Risk, Lower Value",Automated retention campaign or targeted offer
6319-IEJWJ,0.7294,1173.3,855.81,976,"High Risk, Lower Value",Automated retention campaign or targeted offer
7682-AZNDK,0.7294,1173.26,855.78,977,"High Risk, Lower Value",Automated retention campaign or targeted offer
4325-NFSKC,0.7294,1172.97,855.56,978,"High Risk, Lower Value",Automated retention campaign or targeted offer
1891-FZYSA,0.7294,1172.95,855.55,979,"High Risk, Lower Value",Automated retention campaign or targeted offer
3640-PHQXK,0.7294,1172.59,855.29,980,"High Risk, Lower Value",Automated retention campaign or targeted offer
1569-TTNYJ,0.8436,1013.85,855.28,981,"High Risk, Lower Value",Automated retention campaign or targeted offer
6110-OHIHY,0.8436,1013.64,855.11,982,"High Risk, Lower Value",Automated retention campaign or targeted offer
6267-DCFFZ,0.7294,1172.08,854.92,983,"High Risk, Lower Value",Automated retention campaign or targeted offer
6507-ZJSUR,0.7294,1172.03,854.88,984,"High Risk, Lower Value",Automated retention campaign or targeted offer
1307-ATKGB,0.7294,1171.78,854.7,985,"High Risk, Lower Value",Automated retention campaign or targeted offer
1112-CUNAO,0.7294,1171.62,854.58,986,"High Risk, Lower Value",Automated retention campaign or targeted offer
1704-NRWYE,0.8436,1012.95,854.52,987,"High Risk, Lower Value",Automated retention campaign or targeted offer
4183-MYFRB,0.7294,1171.39,854.41,988,"High Risk, Lower Value",Automated retention campaign or targeted offer
8644-XLFBW,0.9422,906.81,854.4,989,"High Risk, Lower Value",Automated retention campaign or targeted offer
4873-ILOLJ,0.7294,1171.27,854.32,990,"High Risk, Lower Value",Automated retention campaign or targeted offer
8922-LIEGH,0.7294,1171.19,854.27,991,"High Risk, Lower Value",Automated retention campaign or targeted offer
2931-SVLTV,0.5823,1466.66,854.04,992,Critical Priority,Immediate personal call from customer-success team
3878-AVSOQ,0.9422,906.41,854.02,993,"High Risk, Lower Value",Automated retention campaign or targeted offer
4290-BSXUX,0.8436,1012.32,853.99,994,"High Risk, Lower Value",Automated retention campaign or targeted offer
1902-XBTFB,0.7294,1170.8,853.98,995,"High Risk, Lower Value",Automated retention campaign or targeted offer
7198-GLXTC,0.8436,1012.15,853.85,996,"High Risk, Lower Value",Automated retention campaign or targeted offer
8182-BJDSI,0.7294,1170.29,853.61,997,"High Risk, Lower Value",Automated retention campaign or targeted offer
1379-FRVEB,0.7294,1170.05,853.43,998,"High Risk, Lower Value",Automated retention campaign or targeted offer
1302-UHBDD,0.7294,1170.03,853.42,999,"High Risk, Lower Value",Automated retention campaign or targeted offer
5760-FXFVO,0.8436,1010.67,852.6,1000,"High Risk, Lower Value",Automated retention campaign or targeted offer
3419-SNJJD,0.5823,1463.58,852.24,1001,Critical Priority,Immediate personal call from customer-success team
6400-BWQKW,0.8436,1010.2,852.2,1002,"High Risk, Lower Value",Automated retention campaign or targeted offer
6689-TCZHQ,0.8436,1010.04,852.07,1003,"High Risk, Lower Value",Automated retention campaign or targeted offer
5364-EVNIB,0.8436,1009.94,851.99,1004,"High Risk, Lower Value",Automated retention campaign or targeted offer
7074-IEVOJ,0.8436,1009.67,851.76,1005,"High Risk, Lower Value",Automated retention campaign or targeted offer
9897-KXHCM,0.8436,1009.63,851.72,1006,"High Risk, Lower Value",Automated retention campaign or targeted offer
6140-QNRQQ,0.9422,903.82,851.58,1007,"High Risk, Lower Value",Automated retention campaign or targeted offer
3177-LASXD,0.9422,903.73,851.49,1008,"High Risk, Lower Value",Automated retention campaign or targeted offer
8380-PEFPE,0.9422,903.57,851.34,1009,"High Risk, Lower Value",Automated retention campaign or targeted offer
3855-ONCAR,0.8436,1009.07,851.25,1010,"High Risk, Lower Value",Automated retention campaign or targeted offer
5442-XSDCW,0.8436,1008.9,851.11,1011,"High Risk, Lower Value",Automated retention campaign or targeted offer
8739-WWKDU,0.7294,1166.76,851.03,1012,"High Risk, Lower Value",Automated retention campaign or targeted offer
5561-NWEVX,0.8436,1008.78,851.01,1013,"High Risk, Lower Value",Automated retention campaign or targeted offer
4587-NUKOX,0.8436,1008.66,850.91,1014,"High Risk, Lower Value",Automated retention campaign or targeted offer
6416-YJTTB,0.8436,1008.6,850.85,1015,"High Risk, Lower Value",Automated retention campaign or targeted offer
8642-GVWRF,0.8436,1008.57,850.83,1016,"High Risk, Lower Value",Automated retention campaign or targeted offer
6005-OBZPH,0.7294,1166.06,850.52,1017,"High Risk, Lower Value",Automated retention campaign or targeted offer
9231-ZJYAM,0.8436,1008.14,850.47,1018,"High Risk, Lower Value",Automated retention campaign or targeted offer
8086-OVPWV,0.8436,1007.93,850.29,1019,"High Risk, Lower Value",Automated retention campaign or targeted offer
2694-CIUMO,0.8436,1007.46,849.89,1020,"High Risk, Lower Value",Automated retention campaign or targeted offer
6175-IRFIT,0.8436,1007.38,849.83,1021,"High Risk, Lower Value",Automated retention campaign or targeted offer
9488-HGMJH,0.9422,901.75,849.63,1022,"High Risk, Lower Value",Automated retention campaign or targeted offer
8042-JVNFH,0.9422,901.74,849.62,1023,"High Risk, Lower Value",Automated retention campaign or targeted offer
6583-QGCSI,0.7294,1164.66,849.5,1024,"High Risk, Lower Value",Automated retention campaign or targeted offer
2789-HQBOU,0.8436,1006.98,849.49,1025,"High Risk, Lower Value",Automated retention campaign or targeted offer
8128-YVJRG,0.8436,1006.91,849.43,1026,"High Risk, Lower Value",Automated retention campaign or targeted offer
3657-COGMW,0.5823,1458.54,849.31,1027,Critical Priority,Immediate personal call from customer-success team
3088-LHEFH,0.8436,1006.22,848.85,1028,"High Risk, Lower Value",Automated retention campaign or targeted offer
1678-FYZOW,0.8436,1006.04,848.7,1029,"High Risk, Lower Value",Automated retention campaign or targeted offer
5712-PTIWW,0.8436,1005.88,848.56,1030,"High Risk, Lower Value",Automated retention campaign or targeted offer
3249-ZPQRG,0.8436,1005.88,848.56,1031,"High Risk, Lower Value",Automated retention campaign or targeted offer
1580-BMCMR,0.7294,1163.24,848.47,1032,"High Risk, Lower Value",Automated retention campaign or targeted offer
4234-XTNEA,0.8436,1005.75,848.45,1033,"High Risk, Lower Value",Automated retention campaign or targeted offer
1894-IGFSG,0.7294,1163.08,848.35,1034,"High Risk, Lower Value",Automated retention campaign or targeted offer
0495-ZBNGW,0.8436,1005.37,848.13,1035,"High Risk, Lower Value",Automated retention campaign or targeted offer
9773-PEQBZ,0.8436,1005.25,848.03,1036,"High Risk, Lower Value",Automated retention campaign or targeted offer
8752-STIVR,0.8436,1005.03,847.84,1037,"High Risk, Lower Value",Automated retention campaign or targeted offer
5857-TYBCJ,0.7294,1162.35,847.82,1038,"High Risk, Lower Value",Automated retention campaign or targeted offer
4521-YEEHE,0.7294,1162.06,847.61,1039,"High Risk, Lower Value",Automated retention campaign or targeted offer
3422-LYEPQ,0.9422,899.54,847.55,1040,"High Risk, Lower Value",Automated retention campaign or targeted offer
6000-APYLU,0.8436,1004.58,847.46,1041,"High Risk, Lower Value",Automated retention campaign or targeted offer
3170-GWYKC,0.5823,1455.1,847.3,1042,Critical Priority,Immediate personal call from customer-success team
2082-OJVTK,0.7294,1161.45,847.16,1043,"High Risk, Lower Value",Automated retention campaign or targeted offer
6595-YGXIT,0.7294,1161.11,846.91,1044,"High Risk, Lower Value",Automated retention campaign or targeted offer
6439-GTPCA,0.7294,1160.89,846.75,1045,"High Risk, Lower Value",Automated retention campaign or targeted offer
2685-SREOM,0.7294,1160.86,846.73,1046,"High Risk, Lower Value",Automated retention campaign or targeted offer
8104-OSKWT,0.8436,1003.7,846.72,1047,"High Risk, Lower Value",Automated retention campaign or targeted offer
9053-EJUNL,0.7294,1160.8,846.69,1048,"High Risk, Lower Value",Automated retention campaign or targeted offer
2260-USTRB,0.9422,898.53,846.59,1049,"High Risk, Lower Value",Automated retention campaign or targeted offer
8637-XJIVR,0.8436,1003.33,846.41,1050,"High Risk, Lower Value",Automated retention campaign or targeted offer
7638-QVMVY,0.8436,1002.98,846.11,1051,"High Risk, Lower Value",Automated retention campaign or targeted offer
8943-URTMR,0.8436,1002.49,845.7,1052,"High Risk, Lower Value",Automated retention campaign or targeted offer
5099-BAILX,0.5823,1452.06,845.53,1053,Critical Priority,Immediate personal call from customer-success team
6353-BRMMA,0.5823,1451.44,845.17,1054,Critical Priority,Immediate personal call from customer-success team
9415-DPEWS,0.7294,1158.57,845.06,1055,"High Risk, Lower Value",Automated retention campaign or targeted offer
7410-OIEDU,0.8436,1001.65,844.99,1056,"High Risk, Lower Value",Automated retention campaign or targeted offer
1031-IIDEO,0.9422,896.71,844.88,1057,"High Risk, Lower Value",Automated retention campaign or targeted offer
3331-HQDTW,0.5823,1450.33,844.53,1058,Critical Priority,Immediate personal call from customer-success team
2883-ILGWO,0.5823,1450.07,844.38,1059,Critical Priority,Immediate personal call from customer-success team
1981-INRFU,0.8436,1000.85,844.32,1060,"High Risk, Lower Value",Automated retention campaign or targeted offer
7409-KIUTL,0.9422,895.98,844.19,1061,"High Risk, Lower Value",Automated retention campaign or targeted offer
0727-IWKVK,0.8436,1000.44,843.97,1062,"High Risk, Lower Value",Automated retention campaign or targeted offer
0899-WZRSD,0.5823,1449.1,843.81,1063,Critical Priority,Immediate personal call from customer-success team
9837-BMCLM,0.8436,999.94,843.55,1064,"High Risk, Lower Value",Automated retention campaign or targeted offer
8051-HJRLT,0.9422,894.44,842.74,1065,"High Risk, Lower Value",Automated retention campaign or targeted offer
6161-UUUTA,0.8436,998.79,842.58,1066,"High Risk, Lower Value",Automated retention campaign or targeted offer
0968-GSIKN,0.9422,893.48,841.84,1067,"High Risk, Lower Value",Automated retention campaign or targeted offer
4572-DVCGN,0.8436,997.83,841.77,1068,"High Risk, Lower Value",Automated retention campaign or targeted offer
5522-NYKPB,0.7294,1153.96,841.7,1069,"High Risk, Lower Value",Automated retention campaign or targeted offer
4059-IIEBK,0.8436,997.39,841.4,1070,"High Risk, Lower Value",Automated retention campaign or targeted offer
7460-ITWWP,0.7294,1153.3,841.22,1071,"High Risk, Lower Value",Automated retention campaign or targeted offer
4010-YLMVT,0.5823,1444.63,841.21,1072,Critical Priority,Immediate personal call from customer-success team
6437-UKHMV,0.8436,997.13,841.18,1073,"High Risk, Lower Value",Automated retention campaign or targeted offer
5376-DEQCP,0.9422,892.6,841.01,1074,"High Risk, Lower Value",Automated retention campaign or targeted offer
1184-PJVDB,0.8436,996.9,840.98,1075,"High Risk, Lower Value",Automated retention campaign or targeted offer
1122-JWTJW,0.9422,892.43,840.85,1076,"High Risk, Lower Value",Automated retention campaign or targeted offer
2672-TGEFF,0.7294,1152.67,840.76,1077,"High Risk, Lower Value",Automated retention campaign or targeted offer
0511-JTEOY,0.9422,892.29,840.72,1078,"High Risk, Lower Value",Automated retention campaign or targeted offer
8040-MNRTF,0.9422,892.29,840.72,1079,"High Risk, Lower Value",Automated retention campaign or targeted offer
5835-BEQEU,0.8436,996.4,840.56,1080,"High Risk, Lower Value",Automated retention campaign or targeted offer
5035-BVCXS,0.8436,996.39,840.55,1081,"High Risk, Lower Value",Automated retention campaign or targeted offer
5652-MSDEY,0.8436,996.16,840.36,1082,"High Risk, Lower Value",Automated retention campaign or targeted offer
1304-NECVQ,0.8436,995.89,840.13,1083,"High Risk, Lower Value",Automated retention campaign or targeted offer
6769-DYBQN,0.7294,1151.74,840.08,1084,"High Risk, Lower Value",Automated retention campaign or targeted offer
2516-VQRRV,0.8436,995.35,839.68,1085,"High Risk, Lower Value",Automated retention campaign or targeted offer
6034-YMTOB,0.8436,995.28,839.62,1086,"High Risk, Lower Value",Automated retention campaign or targeted offer
6087-MVHJH,0.7294,1151.04,839.57,1087,"High Risk, Lower Value",Automated retention campaign or targeted offer
7537-CBQUZ,0.5823,1441.62,839.46,1088,Critical Priority,Immediate personal call from customer-success team
6376-GAHQE,0.8436,994.98,839.37,1089,"High Risk, Lower Value",Automated retention campaign or targeted offer
9391-EOYLI,0.8436,994.5,838.96,1090,"High Risk, Lower Value",Automated retention campaign or targeted offer
0812-WUPTB,0.9422,889.9,838.46,1091,"High Risk, Lower Value",Automated retention campaign or targeted offer
7410-YTJIK,0.8436,993.9,838.45,1092,"High Risk, Lower Value",Automated retention campaign or targeted offer
0151-ONTOV,0.9422,889.83,838.4,1093,"High Risk, Lower Value",Automated retention campaign or targeted offer
5032-MIYKT,0.9422,889.78,838.35,1094,"High Risk, Lower Value",Automated retention campaign or targeted offer
4759-TRPLW,0.9422,889.42,838.01,1095,"High Risk, Lower Value",Automated retention campaign or targeted offer
0519-XUZJU,0.9422,889.28,837.88,1096,"High Risk, Lower Value",Automated retention campaign or targeted offer
1216-BGTSP,0.5823,1438.85,837.84,1097,Critical Priority,Immediate personal call from customer-success team
6229-LSCKB,0.8436,993.07,837.75,1098,"High Risk, Lower Value",Automated retention campaign or targeted offer
2026-TGDHM,0.8436,992.9,837.61,1099,"High Risk, Lower Value",Automated retention campaign or targeted offer
3086-RUCRN,0.5823,1438.38,837.57,1100,Critical Priority,Immediate personal call from customer-success team
7465-ZZRVX,0.9422,888.83,837.46,1101,"High Risk, Lower Value",Automated retention campaign or targeted offer
7927-AUXBZ,0.7294,1148.0,837.35,1102,"High Risk, Lower Value",Automated retention campaign or targeted offer
4210-QFJMF,0.8436,992.51,837.28,1103,"High Risk, Lower Value",Automated retention campaign or targeted offer
1915-IOFGU,0.9422,888.58,837.22,1104,"High Risk, Lower Value",Automated retention campaign or targeted offer
4806-KEXQR,0.8436,992.21,837.03,1105,"High Risk, Lower Value",Automated retention campaign or targeted offer
0533-BNWKF,0.7294,1147.37,836.89,1106,"High Risk, Lower Value",Automated retention campaign or targeted offer
4713-LZDRV,0.8436,991.32,836.28,1107,"High Risk, Lower Value",Automated retention campaign or targeted offer
1853-UDXBW,0.9422,887.48,836.18,1108,"High Risk, Lower Value",Automated retention campaign or targeted offer
1846-XWOQN,0.9422,887.26,835.98,1109,"High Risk, Lower Value",Automated retention campaign or targeted offer
5583-SXDAG,0.9422,886.75,835.5,1110,"High Risk, Lower Value",Automated retention campaign or targeted offer
2187-PKZAY,0.8436,990.38,835.48,1111,"High Risk, Lower Value",Automated retention campaign or targeted offer
2619-WFQWU,0.9422,886.72,835.47,1112,"High Risk, Lower Value",Automated retention campaign or targeted offer
9985-MWVIX,0.9422,886.72,835.47,1113,"High Risk, Lower Value",Automated retention campaign or targeted offer
6179-GJPSO,0.5823,1434.74,835.45,1114,Critical Priority,Immediate personal call from customer-success team
4702-IOQDC,0.9422,886.51,835.27,1115,"High Risk, Lower Value",Automated retention campaign or targeted offer
0328-GRPMV,0.9422,886.51,835.27,1116,"High Risk, Lower Value",Automated retention campaign or targeted offer
8000-REIQB,0.9422,886.38,835.15,1117,"High Risk, Lower Value",Automated retention campaign or targeted offer
9605-WGJVW,0.9422,886.36,835.13,1118,"High Risk, Lower Value",Automated retention campaign or targeted offer
8309-IEYJD,0.9422,886.22,835.0,1119,"High Risk, Lower Value",Automated retention campaign or targeted offer
1394-SUIUH,0.7294,1144.45,834.76,1120,"High Risk, Lower Value",Automated retention campaign or targeted offer
4329-YPDDQ,0.5823,1433.47,834.71,1121,Critical Priority,Immediate personal call from customer-success team
5498-TXHLF,0.7294,1143.82,834.3,1122,"High Risk, Lower Value",Automated retention campaign or targeted offer
7786-WBJYI,0.8436,988.71,834.08,1123,"High Risk, Lower Value",Automated retention campaign or targeted offer
2834-SPCJV,0.7294,1143.31,833.93,1124,"High Risk, Lower Value",Automated retention campaign or targeted offer
8258-GSTJK,0.8436,988.5,833.9,1125,"High Risk, Lower Value",Automated retention campaign or targeted offer
1785-BPHTP,0.7294,1143.17,833.83,1126,"High Risk, Lower Value",Automated retention campaign or targeted offer
2262-SLNVK,0.9422,884.76,833.62,1127,"High Risk, Lower Value",Automated retention campaign or targeted offer
7426-GSWPO,0.5823,1431.59,833.61,1128,Critical Priority,Immediate personal call from customer-success team
9317-WZPGV,0.8436,988.01,833.49,1129,"High Risk, Lower Value",Automated retention campaign or targeted offer
3066-RRJIO,0.9422,884.58,833.45,1130,"High Risk, Lower Value",Automated retention campaign or targeted offer
1792-UXAFY,0.7294,1142.62,833.43,1131,"High Risk, Lower Value",Automated retention campaign or targeted offer
9617-INGJY,0.9422,884.27,833.16,1132,"High Risk, Lower Value",Automated retention campaign or targeted offer
9552-TGUZV,0.8436,987.5,833.06,1133,"High Risk, Lower Value",Automated retention campaign or targeted offer
7598-UAASY,0.8436,987.36,832.94,1134,"High Risk, Lower Value",Automated retention campaign or targeted offer
1640-PLFMP,0.9422,883.86,832.77,1135,"High Risk, Lower Value",Automated retention campaign or targeted offer
3244-DCJWY,0.9422,883.86,832.77,1136,"High Risk, Lower Value",Automated retention campaign or targeted offer
0637-KVDLV,0.8436,987.15,832.76,1137,"High Risk, Lower Value",Automated retention campaign or targeted offer
8981-FJGLA,0.8436,987.15,832.76,1138,"High Risk, Lower Value",Automated retention campaign or targeted offer
7153-OANIO,0.9422,883.63,832.56,1139,"High Risk, Lower Value",Automated retention campaign or targeted offer
5899-MQZZL,0.8436,986.82,832.48,1140,"High Risk, Lower Value",Automated retention campaign or targeted offer
6771-XWBDM,0.5823,1429.17,832.21,1141,Critical Priority,Immediate personal call from customer-success team
9603-OAIHC,0.9422,883.21,832.16,1142,"High Risk, Lower Value",Automated retention campaign or targeted offer
3427-GGZZI,0.7294,1140.77,832.08,1143,"High Risk, Lower Value",Automated retention campaign or targeted offer
0390-DCFDQ,0.9422,883.1,832.06,1144,"High Risk, Lower Value",Automated retention campaign or targeted offer
3966-HRMZA,0.8436,985.95,831.75,1145,"High Risk, Lower Value",Automated retention campaign or targeted offer
3494-JCHRQ,0.9422,882.73,831.71,1146,"High Risk, Lower Value",Automated retention campaign or targeted offer
2920-RNCEZ,0.9422,882.6,831.59,1147,"High Risk, Lower Value",Automated retention campaign or targeted offer
7137-RYLPP,0.7294,1139.96,831.49,1148,"High Risk, Lower Value",Automated retention campaign or targeted offer
9804-ICWBG,0.9422,882.47,831.46,1149,"High Risk, Lower Value",Automated retention campaign or targeted offer
5542-TBBWB,0.9422,882.47,831.46,1150,"High Risk, Lower Value",Automated retention campaign or targeted offer
5875-YPQFJ,0.9422,882.47,831.46,1151,"High Risk, Lower Value",Automated retention campaign or targeted offer
2960-NKRSO,0.7294,1139.92,831.46,1152,"High Risk, Lower Value",Automated retention campaign or targeted offer
5940-AHUHD,0.9422,881.94,830.96,1153,"High Risk, Lower Value",Automated retention campaign or targeted offer
0363-QJVFX,0.5823,1426.82,830.84,1154,Critical Priority,Immediate personal call from customer-success team
5287-QWLKY,0.5823,1426.38,830.58,1155,Critical Priority,Immediate personal call from customer-success team
